kindNum,neuterYn,sexCd,weight,noticeDays,age2,processState
114,N,M,24,10,4,0
89,N,F,4,10,5,1
114,N,F,2.8,10,1,1
114,N,F,2.6,10,1,1
125,U,F,3,10,1,1
128,N,M,3.7,10,2,1
105,Y,M,18,10,3,1
114,N,M,8,10,2,0
101,N,M,6.5,10,9,0
114,N,M,1.8,10,1,1
114,N,M,3.4,10,1,0
114,N,M,3.7,10,1,0
114,N,M,3.6,10,1,0
89,N,M,0.9,10,1,1
114,N,M,5.6,9,1,1
128,N,M,4,10,8,0
114,N,F,4,10,4,0
114,N,M,8,10,4,0
114,N,M,1.9,10,1,1
107,N,M,2.8,10,1,1
114,N,F,15,10,3,0
114,N,F,8,10,3,0
142,N,M,10,10,3,1
114,U,F,7,10,1,0
114,N,F,25,10,2,1
114,N,F,10,10,2,0
114,N,F,10,10,1,0
114,N,M,7,10,2,0
67,N,F,20,10,4,1
114,N,M,2,10,1,1
114,N,M,5,10,3,1
114,N,M,20,10,4,1
114,N,F,3,10,1,0
128,U,F,4,10,2,1
128,U,F,5,10,2,1
114,U,F,8,10,2,1
114,U,F,4,10,2,0
114,U,M,5,10,1,0
114,U,F,6,10,2,0
114,U,F,3,10,2,0
72,N,M,3.7,9,6,1
67,N,M,17,9,2,1
1,U,F,20,9,3,1
114,N,M,1,10,1,0
114,N,M,13,7,2,0
114,N,M,2,10,1,0
114,N,M,2,10,1,1
128,N,F,2,10,4,1
114,N,M,6,10,2,0
128,N,M,3,10,7,1
114,U,F,5,10,2,0
114,N,F,5,11,5,1
114,U,F,1,10,2,1
114,N,F,2.91,9,1,0
114,N,F,2.9,9,1,0
114,N,F,2.89,9,1,0
114,N,F,2.88,9,1,0
114,N,M,2.87,9,1,0
114,N,M,2.86,9,1,0
80,N,M,2.85,9,1,0
114,N,M,5.92,9,3,0
72,N,M,3.56,9,4,1
114,N,M,6.66,9,4,0
67,N,F,15.57,9,2,0
114,U,F,1,10,1,1
114,U,M,1,10,1,1
114,U,F,4,10,5,0
108,Y,M,10,10,4,1
114,N,F,2.7,10,1,1
114,N,F,4,10,1,1
114,N,F,4,10,1,1
128,N,M,4.5,10,2,1
108,N,F,10,10,11,0
90,N,F,3,10,1,1
67,N,M,25,14,2,0
114,N,F,1.2,10,1,0
114,N,M,2,10,1,0
114,N,M,3,10,1,0
114,N,M,2,10,1,0
114,N,M,1.2,10,1,0
114,U,M,2,10,1,0
114,N,M,0.5,10,1,1
72,N,M,4.5,10,2,1
114,N,M,5,10,1,1
114,U,F,2,10,1,1
128,N,M,4,10,7,1
18,N,M,5.5,10,4,1
38,Y,M,6.5,10,4,1
114,N,M,1.74,10,1,0
114,N,F,1.68,10,1,0
114,N,F,5.57,10,1,0
72,N,F,4,10,13,0
72,N,F,2.5,10,8,0
72,U,F,2,10,7,1
114,N,M,0.5,10,1,1
72,N,F,4,10,13,0
72,N,F,4,10,14,0
72,N,F,4,10,13,0
128,Y,M,6,10,7,1
128,U,F,3,10,11,0
128,N,F,3.5,10,11,1
89,N,M,4,10,13,0
114,N,M,4.5,10,1,1
114,N,M,4.45,10,2,1
18,Y,M,5,10,8,1
128,N,F,4,11,3,0
128,N,F,6,11,5,0
114,U,M,10,10,4,0
69,N,M,40,14,2,1
114,N,M,1.5,12,0,1
114,N,M,7,10,1,0
114,N,F,5.2,7,2,1
122,N,M,25,10,1,1
54,N,M,30,10,5,1
114,U,M,3,7,3,0
114,U,M,3,7,3,0
114,U,F,3,7,3,0
114,U,M,3,7,3,0
50,N,F,5.2,10,3,1
50,U,F,12,10,4,1
114,N,M,4.8,10,1,0
67,N,F,7.6,10,1,0
54,N,M,18.4,10,3,1
67,N,F,6.9,10,1,0
67,N,F,15.3,10,4,0
38,U,F,6,10,4,1
124,N,M,5,10,5,0
124,U,F,9,10,8,0
114,N,M,2.5,10,5,1
34,N,M,15.5,10,4,0
128,U,F,3.3,10,11,0
114,N,Q,13,10,1,0
114,U,Q,12,10,3,0
114,N,M,10,10,2,1
114,N,M,2,10,1,0
126,N,M,18,9,3,1
114,N,M,7.27,9,1,0
114,N,M,18.75,9,3,0
114,N,M,11.36,9,3,0
124,Y,M,8.1,10,10,1
114,N,F,5,10,1,1
89,Y,M,5.3,10,4,1
114,N,M,4.2,10,4,1
114,N,F,12.48,10,3,0
114,N,F,8,7,2,0
114,N,M,8,10,6,0
72,N,M,2.5,10,7,1
114,N,M,15,7,2,0
108,U,F,12,10,3,1
114,U,F,4.2,10,4,1
114,U,F,3,10,1,0
26,N,F,14,10,4,1
69,U,M,24,10,3,1
114,N,F,10.2,7,5,0
114,N,F,2.3,7,1,1
54,N,M,29,10,4,1
38,N,M,7,10,3,1
67,N,F,16,10,4,1
89,N,M,3,10,2,1
114,U,F,9.5,10,1,1
114,N,M,17,10,3,0
114,N,M,22,10,4,0
114,N,F,3,10,1,1
114,Y,M,12,7,1,0
13,U,F,5,10,1,1
114,N,M,13,10,2,1
18,N,M,5.8,10,4,1
101,N,F,4,10,8,1
114,N,F,2,10,1,1
114,N,F,18,10,2,0
114,N,F,6,10,3,0
67,N,F,18,10,2,1
128,N,F,2.6,10,1,1
114,N,M,3,9,1,1
114,N,F,8,9,1,1
101,Y,M,5,10,7,1
121,U,M,35,10,4,1
72,U,F,3,10,11,1
114,N,F,11.63,9,3,0
114,N,M,6.35,9,3,0
114,N,M,3.28,9,1,0
114,N,M,3.27,9,1,0
114,N,F,3.26,9,1,0
114,N,F,3.25,9,1,0
67,U,M,10,10,6,0
67,N,F,7.6,10,2,1
114,U,M,3.7,10,1,1
113,Y,M,3,10,7,1
114,N,M,2,10,1,1
128,Y,M,11.26,10,5,1
114,N,M,0.5,10,0,1
114,N,M,0.5,10,0,1
114,N,F,0.5,10,0,1
114,N,F,0.5,10,0,1
114,N,F,9,10,3,1
128,N,M,2.3,10,0,1
114,N,F,5,11,3,0
114,N,M,5,10,1,0
34,N,F,7,12,0,1
125,N,M,6.8,10,4,1
114,N,M,10,8,4,0
114,N,M,10,8,4,0
114,N,F,10,8,4,0
114,N,F,10,8,4,0
114,N,M,3,8,1,0
114,N,M,3,8,1,0
114,N,M,3,8,1,0
114,N,M,3,8,1,0
114,N,F,4,8,1,0
114,N,M,4,8,1,0
114,N,M,4,8,1,0
114,N,M,4,8,1,0
114,N,F,4,8,1,0
114,N,F,4,8,1,0
114,N,M,4,8,1,0
114,N,M,4,8,1,0
114,U,F,22,7,2,0
114,U,F,17,7,2,0
67,N,F,15,10,4,0
114,N,F,18,10,5,0
67,N,F,18,10,4,0
114,N,F,2.5,10,1,0
114,N,F,2.7,10,1,0
114,N,F,2.5,10,1,0
114,N,F,2.8,10,1,0
114,N,M,2.5,10,1,0
114,N,M,2.7,10,1,0
114,U,M,13,10,2,0
114,U,M,16,10,2,0
114,N,F,5.9,10,1,0
25,U,M,15,10,3,1
114,N,M,13,10,1,1
114,N,F,3.4,10,1,0
114,N,F,4.2,10,1,0
114,U,F,12.8,10,2,0
114,U,F,13.5,10,2,0
114,U,F,12,10,2,0
114,U,M,19,10,2,0
114,N,F,4.9,10,1,0
114,N,M,1.1,10,1,1
114,N,F,11.4,10,1,1
114,N,M,2.4,10,1,1
108,Y,M,17,10,9,1
114,U,F,0.9,10,1,1
114,U,M,1.6,10,1,1
114,U,F,1.2,10,1,1
114,U,M,2,10,1,1
114,U,F,5,10,3,1
114,U,F,5,10,3,1
114,U,F,3.5,10,2,1
114,U,F,5,10,4,1
89,U,M,3,10,6,1
114,N,F,10,10,3,0
114,N,F,12,10,4,0
114,U,F,5,10,1,1
114,U,F,8,10,1,0
114,U,F,10,10,4,0
114,N,F,18.45,10,4,0
114,N,M,6.75,10,4,0
114,N,F,6.02,10,6,0
114,N,F,9.45,10,6,0
114,N,F,2.8,10,4,0
114,N,F,8.9,10,4,0
114,N,F,3.3,10,8,0
114,N,M,2,10,1,1
69,N,M,27,9,8,1
114,U,F,10,10,2,0
114,U,F,2,10,1,0
114,U,F,1.4,10,1,0
114,U,F,1.4,10,1,0
114,U,F,1.3,10,1,0
114,U,F,9.2,10,6,0
114,N,M,18,10,2,0
114,N,M,9.1,10,3,0
26,U,F,22,10,6,1
114,N,M,8,10,5,0
114,U,F,0.1,10,1,0
114,U,M,0.1,10,1,0
114,U,F,7.4,10,3,0
114,U,F,4.8,10,2,0
114,U,F,6,10,1,0
22,U,F,9.8,10,2,1
128,N,F,2,10,4,1
114,N,M,3,10,1,0
114,U,F,5.3,10,1,0
114,N,M,5.4,10,1,0
114,N,F,18,10,4,0
114,N,M,20,10,3,0
114,N,M,4,10,1,1
114,N,M,4,10,1,1
114,N,M,4,10,1,0
114,N,M,4,10,1,0
114,N,M,4,10,1,1
114,N,F,4,10,1,1
114,N,M,4,10,1,0
114,N,F,4,10,1,0
114,N,F,6,10,3,0
114,N,F,5,10,1,0
114,N,F,5,10,2,0
114,N,M,6,10,3,0
114,N,M,4,10,1,0
114,N,M,4,10,1,0
114,N,F,4,10,1,0
114,N,F,2,14,1,0
114,N,F,2,14,1,0
114,N,F,4,14,3,0
114,N,M,2,14,1,0
114,N,M,2,14,1,0
114,N,F,2,14,1,0
114,N,F,2,14,1,0
128,N,M,4,14,4,1
114,N,M,6,14,3,0
114,N,F,1.5,10,1,1
114,N,F,1.6,10,1,1
125,U,F,10,7,5,1
114,N,M,25,7,6,1
114,N,M,3,10,1,0
114,N,F,3,10,1,0
114,N,F,7,10,1,0
108,N,M,7,10,3,1
50,U,F,5,10,7,1
108,N,M,8,10,2,1
114,N,M,4.3,10,1,1
89,N,F,3,10,6,1
114,N,M,3,10,6,1
128,U,M,3,10,4,1
128,U,M,3,10,4,0
114,U,M,5,10,2,0
114,N,F,6,10,5,0
114,N,M,2,10,1,0
114,U,F,6,10,7,0
114,U,F,6,10,8,0
20,N,M,18,7,3,0
114,N,F,13,7,2,1
114,N,M,5.9,7,1,0
114,N,M,5.3,7,5,0
114,N,F,5.6,7,5,0
114,N,F,15,10,2,0
72,Y,M,3,10,2,1
128,Y,M,7,10,1,1
114,U,F,4,10,1,1
128,N,M,4.5,10,3,1
114,N,M,6,10,1,1
89,Y,M,2.3,10,3,1
114,N,F,6,10,1,0
72,N,F,3,10,4,1
114,N,M,4.77,10,1,0
114,N,F,4.76,10,1,0
114,U,F,15,10,3,0
114,N,M,3,10,1,1
89,N,M,5.5,10,7,1
114,N,M,8.5,10,4,1
124,N,M,6,11,1,1
114,U,F,20,10,2,1
67,U,F,4,10,1,1
67,U,M,16,10,2,1
128,U,F,3.6,10,6,1
114,U,F,3.7,10,2,1
114,N,M,15,10,3,0
128,U,F,5.1,10,2,0
72,N,M,3.2,10,11,0
114,U,F,8,10,1,0
114,U,F,8,10,1,0
89,U,F,8.5,10,6,1
89,N,M,3,10,6,1
114,U,M,4,10,1,1
114,U,F,17,10,3,0
114,N,F,13.5,10,1,1
128,U,F,4.6,10,1,1
89,N,M,3.5,10,4,1
114,N,F,1,10,1,0
114,N,M,3.6,10,1,0
114,N,F,11.48,10,2,0
114,N,M,5,11,1,0
67,N,F,17,14,2,0
114,N,M,4,14,0,0
114,N,M,5,10,1,0
114,U,M,8,10,5,0
114,U,F,3,7,3,0
114,U,F,6,10,2,0
114,U,F,19.8,10,2,0
114,N,M,2,10,1,0
114,N,M,2.7,10,1,0
114,N,M,2.5,10,1,0
114,N,M,5.2,10,1,0
114,N,F,5.7,10,1,0
114,N,F,5.2,10,1,0
114,N,M,5.1,10,1,0
114,N,M,5.2,10,1,0
114,U,M,22,10,2,0
114,N,F,13,10,1,0
114,N,F,11,10,2,0
114,U,M,17,10,2,0
57,U,M,18,10,2,1
114,N,M,8.1,10,1,0
114,N,F,1.8,10,1,0
114,N,F,2.3,10,1,0
114,N,F,2.1,10,1,0
114,N,F,2.2,10,1,0
114,N,M,2,10,1,0
114,N,M,2.1,10,1,0
114,N,M,1.3,10,1,0
114,N,F,10.6,10,1,0
114,U,M,10,10,1,1
114,N,M,15,10,2,1
103,N,M,18,10,2,1
114,U,M,7,10,2,1
114,N,M,7,10,5,1
108,N,F,8,10,1,1
114,N,F,3,10,1,0
114,U,M,1,10,1,0
114,U,F,1,10,1,0
114,U,F,1,10,1,0
114,U,F,1,10,1,0
114,U,M,1,10,1,0
114,U,F,1,10,1,0
114,U,M,1,10,1,0
67,N,M,25,10,8,0
114,U,F,5.3,10,9,0
114,U,F,5.4,10,6,0
114,N,M,7.2,10,2,0
114,N,M,4.4,10,4,1
69,U,M,25,10,4,0
114,N,M,11.27,10,3,0
114,N,M,9.25,10,1,0
114,N,M,20,10,2,0
114,N,M,34,10,4,0
114,Y,M,11,10,4,1
32,Y,M,4.4,10,11,0
113,N,M,2.1,7,1,1
114,U,M,4.5,10,1,0
114,U,F,6,10,1,0
128,N,F,2,10,1,1
114,N,M,8.2,10,4,0
101,Y,M,3.6,10,4,1
114,U,F,3.4,10,1,0
114,U,F,6.7,10,1,0
114,N,M,5.8,10,2,0
77,N,M,2.3,10,11,0
114,U,M,4.5,11,2,1
87,Y,M,4.2,11,2,1
114,N,F,1.7,11,1,1
114,N,M,1.6,11,1,1
32,N,F,2,11,14,0
114,U,Q,6,11,1,1
114,U,Q,4.5,11,1,1
114,N,F,8,11,1,0
114,U,M,4,11,1,1
114,U,M,4,11,1,1
114,U,F,13,11,6,1
114,U,F,4,11,1,1
114,N,F,3.5,11,1,1
114,N,F,22,11,3,0
114,N,M,0.5,11,1,1
114,N,F,7,11,4,0
114,N,M,10,11,4,0
114,N,M,15,11,4,0
114,N,M,20,11,8,0
114,N,M,3.5,14,1,0
114,U,F,2.5,11,1,1
114,U,M,2.5,11,1,1
114,U,M,2.5,11,1,1
128,Y,M,7,11,3,1
72,N,M,3.2,11,3,1
67,U,M,20,11,4,0
67,N,M,20,7,3,0
54,N,F,20,7,3,0
67,N,F,3,7,1,0
67,N,F,3,7,1,0
67,N,F,3,7,1,0
67,N,F,3,7,1,0
67,N,M,14,7,3,1
114,N,F,2,11,1,0
114,N,F,3,11,2,0
114,N,M,1,11,1,1
50,N,F,4,11,2,1
135,N,F,12,11,5,1
125,N,M,7,11,3,0
114,N,M,4,11,2,0
114,N,M,7,11,1,0
114,N,F,12,11,4,0
67,N,M,15,11,4,0
89,N,M,5,11,2,1
124,N,M,5,11,2,0
114,U,F,11.5,11,2,1
114,U,M,17.5,11,3,0
205,U,M,15,7,4,1
114,U,F,9,11,4,0
114,U,M,3,11,3,0
67,N,M,15,11,3,1
114,N,M,11.32,11,2,0
114,U,F,15.75,11,2,0
114,N,M,7.83,11,3,0
72,N,M,3.58,11,3,1
114,N,F,13,11,2,0
114,N,F,10,11,11,0
72,U,F,4.6,12,8,0
128,N,M,4,11,9,0
114,N,M,7,11,4,1
114,N,M,8,11,2,1
114,N,F,2.4,11,1,0
114,N,F,6.5,11,4,1
114,N,F,7.2,11,1,1
72,N,M,3.7,11,6,1
114,Y,F,4.9,11,2,1
114,Y,M,7.2,11,3,1
114,Y,F,8.2,11,2,1
90,N,M,5.4,11,2,1
101,U,F,3.2,7,2,1
114,N,M,1.5,11,1,1
114,N,M,1.3,11,1,1
114,N,F,1,11,1,1
114,N,M,1.3,11,1,1
114,N,F,1.5,11,1,1
114,N,M,1.7,11,1,1
89,Y,M,3,11,2,1
114,U,M,8,11,4,0
114,U,F,10,11,5,0
72,U,F,3.5,11,7,1
114,U,F,2.5,11,1,1
114,N,F,1.8,11,1,0
114,N,M,2.3,11,1,1
114,N,M,2.1,11,1,1
69,N,M,27,11,2,1
27,U,F,20,11,6,0
114,N,M,1.24,11,1,0
114,N,M,1.66,11,1,0
114,N,F,1.48,11,1,0
114,N,M,1.83,11,1,0
114,N,F,2.54,11,6,0
108,N,M,4.5,11,1,1
89,N,M,3.4,11,1,1
114,N,M,21.32,10,3,0
114,N,M,2.52,10,0,1
114,N,M,2.32,10,0,1
72,U,F,3.7,7,3,1
114,U,F,4,10,4,0
128,U,F,3.5,10,8,0
72,U,M,4,11,8,1
114,U,F,2,11,1,0
114,U,M,7,11,6,0
114,U,F,9,11,5,0
114,U,F,6,11,5,0
114,N,F,6,11,4,0
51,N,M,23,11,4,1
114,N,M,1.9,11,1,1
114,N,M,30,11,4,1
114,N,M,1.2,11,1,1
101,N,F,4,11,6,1
72,Y,M,5,11,6,1
67,U,M,12.5,11,1,0
89,N,M,3.4,11,2,1
89,N,M,6.9,11,2,0
128,N,M,5.3,7,6,1
67,N,M,19,11,4,0
114,U,F,2.4,11,1,0
114,N,M,3.2,11,1,0
114,U,F,4,12,2,0
114,N,Q,12,12,1,0
114,N,M,4,12,5,0
114,N,F,4,12,4,0
114,N,M,7,8,2,0
114,N,F,6,12,3,1
114,N,M,0.6,12,1,1
114,N,F,0.5,12,1,1
114,N,F,0.5,12,1,1
114,N,F,5,12,3,0
114,N,M,3,12,1,0
114,N,M,3,12,1,1
114,N,F,8.5,9,3,0
114,N,F,16,9,3,1
114,N,F,1.2,9,1,1
114,N,F,6,9,9,1
108,N,M,9,9,2,1
114,N,M,8,12,4,0
114,U,F,9,10,3,0
114,N,M,4.56,9,8,0
67,N,M,20,12,5,0
114,N,M,3.1,12,1,1
89,N,M,3.3,12,3,1
114,N,M,4,12,1,1
128,U,F,6.5,12,7,1
114,N,F,3.5,12,1,1
114,N,F,18,14,1,0
72,N,M,2.4,10,1,1
114,U,F,10,10,2,1
114,N,F,12,10,4,0
114,N,F,1,10,1,0
114,N,F,1,10,1,0
114,N,F,1,10,1,0
114,U,F,1,10,1,0
114,N,F,7,10,4,0
114,U,M,16,10,7,1
122,N,F,30,10,2,1
128,U,F,3.8,10,3,1
128,N,M,4.5,10,6,0
128,U,F,5.2,11,9,1
114,U,M,2,11,4,0
114,N,M,9.2,11,1,0
114,N,M,9.3,11,1,0
114,N,M,11,11,1,0
114,U,F,12,11,4,0
114,U,F,10,11,2,0
114,N,F,7,11,2,0
114,N,M,7,11,2,0
128,N,M,4,11,11,0
114,N,M,5.4,11,1,0
114,U,F,5.7,11,1,0
114,U,F,5.4,11,1,0
114,U,F,10.8,11,2,0
114,U,F,2.6,11,1,1
114,U,F,16,11,4,0
114,U,F,3.7,11,1,0
114,U,F,3.4,11,1,0
114,N,M,3.6,11,1,0
114,N,M,4.4,11,1,0
114,N,F,10,11,2,0
113,U,F,2.2,11,7,1
128,U,F,4.1,11,9,0
114,N,M,2.5,11,1,1
114,N,M,5.3,11,1,0
114,N,M,11,11,3,0
114,U,F,10.2,11,3,0
114,U,F,7.3,11,1,0
18,N,M,4.2,11,11,1
114,U,F,5.8,11,3,0
114,N,M,9.3,11,2,0
114,N,M,1,11,1,0
114,N,M,1,12,1,1
67,N,M,15.66,9,3,0
114,N,F,3.85,9,1,0
114,U,F,3.84,9,1,0
114,N,F,3.82,9,1,0
114,N,M,3.82,9,1,0
114,N,F,6.54,9,4,0
114,N,M,11.36,9,3,0
114,N,F,4.76,9,3,0
114,U,Q,15,12,4,0
114,N,F,2,12,1,1
114,N,F,6,10,2,0
114,N,M,5,10,3,0
114,N,M,6,10,3,0
114,N,F,8,10,2,0
114,N,M,8,10,3,0
114,U,F,8,10,3,0
114,U,M,5,10,2,0
114,U,F,10,10,3,0
114,U,F,15,10,4,1
114,U,F,10,10,3,0
114,U,F,10,10,4,0
22,U,F,8,10,2,0
114,N,F,0.8,10,1,1
114,N,F,1,10,1,1
114,N,M,1.2,10,1,1
114,N,M,0.8,10,1,1
128,N,M,3.5,10,11,1
114,N,M,0.8,10,1,1
114,N,F,0.6,10,1,1
67,N,M,18,10,4,1
114,N,M,10,10,6,0
114,N,F,5,10,1,0
114,N,M,25,10,4,0
114,N,M,4.5,14,1,0
69,N,M,30,14,4,0
72,U,M,7,10,4,1
114,N,F,6,9,3,0
114,N,F,0.4,9,1,1
114,N,F,0.4,9,1,1
114,N,M,0.8,9,1,1
72,Y,M,3,9,6,1
67,U,F,6,10,2,1
67,U,M,4,10,1,0
67,U,M,10,10,3,1
114,U,M,0.2,10,1,0
114,U,M,0.2,10,1,0
114,U,F,0.2,10,1,0
114,N,M,0.2,10,1,0
114,U,F,2,10,2,0
114,N,M,1,10,1,0
114,N,F,0.7,10,1,0
54,N,F,40,9,6,1
114,N,M,13,10,3,0
108,N,M,8.4,10,1,1
114,N,M,7,10,1,0
114,N,F,7,10,1,0
108,N,M,7,10,2,1
89,N,M,2.5,10,2,1
72,N,M,5,9,6,0
114,N,F,2,9,1,0
114,N,M,2,9,1,0
114,N,M,2,9,1,0
114,U,F,0.5,10,1,1
114,N,M,9,10,3,1
114,N,F,3,10,6,1
72,N,F,3.5,11,6,1
124,U,M,2,10,2,1
72,Y,M,2.9,10,4,1
114,N,F,10.8,10,4,0
128,U,M,5,10,4,1
114,N,M,5.6,10,1,1
101,U,F,4.5,10,4,1
114,N,M,1,10,1,1
114,N,F,1,10,1,1
114,N,F,8.3,10,1,0
114,N,F,6.2,10,1,0
114,N,M,10,10,1,0
114,N,M,8.4,10,1,0
114,N,M,4,10,2,0
114,N,M,2,13,1,0
114,N,M,3.7,10,1,0
114,N,F,1,10,1,1
114,N,M,1.2,10,1,1
114,N,M,1.2,10,1,1
114,N,M,7,10,2,1
72,N,M,3,10,7,1
87,N,F,5.2,10,2,1
114,U,M,7,10,5,0
67,U,F,20,10,3,0
113,U,Q,4,10,11,0
114,U,M,2,10,2,1
114,U,F,4,10,4,1
72,N,M,1.5,10,4,1
114,U,F,20,10,5,0
128,N,M,3.5,10,5,1
100,U,F,8.5,10,5,1
114,N,M,15.2,10,3,0
72,N,F,2,10,1,1
114,N,M,1,11,0,0
114,N,M,7,11,1,0
114,U,M,7,12,1,1
128,U,M,5,10,4,1
114,N,F,10,10,8,0
114,N,M,2,10,1,0
114,U,F,6,11,3,1
114,N,M,19.3,7,1,0
72,N,M,2,12,1,1
89,U,F,4,12,5,1
114,N,F,9.6,10,1,0
114,N,M,23,10,1,1
114,N,F,4.9,10,1,0
114,U,M,15.8,10,3,0
114,N,F,0.5,10,1,0
114,N,F,0.5,10,1,0
114,U,F,13.7,10,3,0
114,N,F,14,10,2,0
114,N,F,2.7,10,1,0
114,N,F,3.2,10,1,0
114,N,F,18,10,3,0
114,N,F,6.2,10,1,0
114,N,F,6.1,10,1,0
114,N,F,7.5,10,1,0
114,N,F,6.7,10,1,1
114,N,F,6.8,10,1,1
114,N,F,3.8,10,3,0
114,U,M,3,10,1,1
114,U,M,3,10,1,1
114,U,M,20,10,3,1
114,U,M,10,10,3,1
114,U,M,3,10,1,1
114,U,F,3,10,1,1
114,U,F,3,10,1,1
114,U,F,3,10,1,1
114,U,M,3,10,4,1
114,U,M,5,10,4,0
114,N,F,10,10,2,1
114,U,M,17,10,2,0
114,U,F,5,10,1,1
114,U,F,4,10,1,1
128,N,M,6,10,4,1
67,Y,M,24,10,2,0
114,N,M,5,10,1,0
114,N,F,4,10,1,0
114,N,M,3,10,1,0
101,N,F,5,10,2,1
114,N,M,11.5,10,4,1
89,N,M,3,10,1,1
114,N,F,5,10,1,1
114,N,M,1,10,1,1
114,N,M,1,10,1,1
114,U,F,3,7,1,0
114,U,F,3,7,1,0
114,U,M,3,7,1,0
114,U,F,3,7,1,0
114,U,F,6,7,3,0
114,N,M,25,9,2,0
89,N,M,4,10,11,0
114,N,M,1.3,10,1,1
89,N,M,4,9,5,0
114,N,M,15,10,3,0
114,N,M,4.62,9,1,0
114,N,M,4.58,9,1,0
114,N,F,4.58,9,1,0
114,U,F,4.57,9,1,0
114,N,F,12.66,9,3,0
114,N,M,4.68,9,1,0
54,N,M,15.82,9,2,1
114,N,M,5.58,9,1,0
114,N,M,2.5,10,1,0
114,U,F,7.4,10,1,0
114,U,F,1.8,10,1,0
114,N,M,9,10,2,0
96,N,M,28,10,5,0
114,N,M,14,10,3,0
114,U,F,6,10,6,0
114,N,M,11,10,2,0
128,N,F,4.4,10,11,1
114,U,F,1,10,1,1
114,N,F,14,10,3,0
114,N,M,1.5,10,1,1
114,N,M,1.5,10,1,1
114,N,F,1.5,10,1,1
89,N,M,5.5,10,2,1
114,U,F,16,10,5,0
114,N,M,10,10,6,0
72,N,M,4,10,5,1
125,N,F,6.5,10,1,1
114,N,M,1.6,10,1,1
114,U,F,2,10,1,0
114,U,F,7.6,10,2,0
32,U,F,1.3,10,11,1
100,N,M,4.9,10,1,1
114,N,M,9.4,10,3,0
89,N,M,3,10,2,1
32,N,M,2.7,10,2,1
113,N,M,2.8,10,11,0
114,N,M,11,10,2,0
114,U,M,7,10,5,0
114,U,M,20,10,5,0
114,U,M,5,10,3,1
114,U,F,5,10,2,1
114,U,F,2.8,10,2,1
128,Y,M,5,10,5,1
38,N,F,4.3,10,1,1
114,N,M,10,7,2,1
114,N,M,5,7,2,1
114,N,M,10,10,3,0
114,N,M,6,10,1,0
114,N,M,8,10,1,0
114,N,F,4,10,4,0
#N/A,N,F,2.7,10,1,1
108,N,F,8,10,1,1
72,U,F,6,10,3,1
101,N,F,4,10,6,1
114,N,F,6,10,1,0
89,U,M,3,10,2,1
114,U,F,5,10,2,0
114,U,F,4,10,1,0
114,U,M,5,10,3,0
50,N,F,7,10,4,0
128,N,F,4,10,13,0
114,N,F,8,10,2,1
114,N,M,5,10,11,1
128,N,M,3.4,10,1,1
114,U,M,0.8,10,1,0
67,U,M,2,10,1,1
67,U,M,2,10,1,1
67,U,M,2,10,1,1
114,N,F,0.7,10,1,0
67,U,M,20,10,3,0
114,U,M,3,10,4,0
114,N,M,4,10,2,1
13,N,M,5,10,2,1
